50427,-1
50428,-1
50487,-1
50489,-1
50511,-1
50528,-1
50531,-1
50551,-1
50553,-1
50554,-1
50557,-1
50559,-1
50560,-1
50561,-1
50563,-1
50564,-1
50565,-1
50566,-1
50567,-1
50570,-1
50571,-1
50573,-1
50575,-1
50576,-1
50577,-1
50578,-1
50601,-1
50602,-1
50604,-1
50605,-1
50606,-1
50609,-1
50611,-1
50612,-1
50613,-1
50616,-1
50617,-1
50618,-1
50620,-1
50621,-1
50623,-1
50624,-1
50625,-1
50628,-1
50653,-1
50659,-1
50667,-1
50668,-1
50779,-1
50785,-1
50788,-1
50789,-1
50794,-1
50806,-1
50809,-1
50815,-1
50818,-1
50825,-1
50826,-1
51136,-1
51137,-1
51160,-1
51161,-1
51162,-1
51163,-1
51164,-1
51165,-1
51166,-1
51167,-1
51168,-1
51169,-1
51171,-1
51172,-1
51173,-1
51174,-1
51175,-1
51176,-1
51177,-1
51178,-1
51179,-1
51180,-1
51181,-1
51182,-1
51183,-1
51184,-1
51185,-1
51186,-1
51187,-1
51189,-1
51190,-1
51191,-1
51192,-1
51193,-1
51194,-1
51195,-1
51196,-1
51197,-1
51198,-1
51199,-1
51207,-1
51209,-1
51211,-1
51212,-1
51213,-1
51216,-1
51219,-1
51227,-1
51238,-1
51239,-1
51250,-1
51251,-1
51252,-1
51258,-1
51259,-1
51263,-1
51274,-1
51282,-1
51292,-1
51296,-1
51297,-1
51299,-1
51305,-1
51310,-1
51312,-1
51314,-1
51316,-1
51317,-1
51324,-1
51327,-1
51334,-1
51335,-1
51348,-1
51349,-1
51350,-1
51352,-1
51353,-1
51355,-1
51358,-1
51361,-1
51368,-1
51458,-1
51461,-1
51491,-1
51556,-1
51560,-1
51561,-1
51566,-1
51574,-1
51581,-1
51582,-1
51584,-1
